"","game_id","home","away","lead_change_count","explosive_play_delta","win_prob_volatility"
"1",401012246,"Alabama","Louisville",0,2,0.105939434261166
"2",401012247,"Arkansas","Eastern Illinois",0,0,0.155686906033184
"3",401012248,"Auburn","Washington",2,0,0.144544974202262
"4",401012249,"Florida","Charleston Southern",0,3,0.119152580966085
"5",401012250,"Georgia","Austin Peay",0,6,0.137374686984738
"6",401012251,"Kentucky","Central Michigan",3,4,0.250524010280389
"7",401012253,"Texas Tech","Ole Miss",0,6,0.0840872124854624
"8",401012254,"Mississippi State","Stephen F. Austin",0,10,0.0832950267981135
"9",401012255,"Missouri","UT Martin",0,6,0.109125505534007
"10",401012256,"South Carolina","Coastal Carolina",0,4,0.107326441238283
"11",401012257,"Tennessee","West Virginia",0,5,0.157881650842628
"12",401012258,"Texas A&M","Northwestern State",0,17,0.118386001699813
"13",401012259,"Vanderbilt","Middle Tennessee",0,2,0.144029358362155
"14",401012260,"Alabama","Arkansas State",0,8,0.08786202706901
"15",401012261,"Colorado State","Arkansas",1,2,0.206768188777305
"16",401012262,"Auburn","Alabama State",0,16,0.168494510623607
"17",401012263,"Florida","Kentucky",2,0,0.231499836555928
"18",401012264,"LSU","SE Louisiana",0,0,0.14600822554634
"19",401012265,"Ole Miss","Southern Illinois",5,1,0.233006617871806
"20",401012266,"Kansas State","Mississippi State",0,7,0.190557768913404
"21",401012267,"Missouri","Wyoming",0,6,0.179182242638202
"22",401012268,"South Carolina","Georgia",0,3,0.118616515424066
"23",401012269,"Tennessee","East Tennessee State",0,4,0.146531474975234
"24",401012270,"Texas A&M","Clemson",1,6,0.183656456178539
"25",401012271,"Vanderbilt","Nevada",0,8,0.1624245150744
"26",401012272,"Arkansas","North Texas",0,3,0.141337570112638
"27",401012273,"Auburn","LSU",2,4,0.23746169342097
"28",401012274,"Florida","Colorado State",0,1,0.177448089327711
"29",401012275,"Georgia","Middle Tennessee",0,6,0.125811204718801
"30",401012276,"Kentucky","Murray State",0,6,0.120706442333547
"31",401012277,"Ole Miss","Alabama",0,7,0.187422355716379
"32",401012278,"Mississippi State","Louisiana",1,11,0.204567306464075
"33",401012279,"Purdue","Missouri",2,1,0.170239507692991
"34",401012281,"Tennessee","UTEP",0,9,0.193785210300292
"35",401012282,"Texas A&M","UL Monroe",0,1,0.149809741120735
"36",401012283,"Notre Dame","Vanderbilt",0,4,0.108354669162116
"37",401012284,"Alabama","Texas A&M",0,6,0.135251995384615
"38",401012285,"Auburn","Arkansas",0,2,0.147074043018786
"39",401012286,"Kentucky","Mississippi State",0,7,0.259172099537634
"40",401012287,"LSU","Louisiana Tech",0,2,0.133652155425098
"41",401012288,"Ole Miss","Kent State",0,5,0.150996999414684
"42",401012289,"Missouri","Georgia",0,6,0.158920266191468
"43",401012290,"Tennessee","Florida",0,2,0.134844630680261
"44",401012291,"Vanderbilt","South Carolina",0,4,0.121319970465846
"45",401012292,"Alabama","Louisiana",0,6,0.103040557925886
"46",401012293,"Texas A&M","Arkansas",0,3,0.0627723357421258
"47",401012294,"Auburn","Southern Miss",0,1,0.149478684975592
"48",401012295,"Georgia","Tennessee",0,8,0.130741639419606
"49",401012296,"Kentucky","South Carolina",0,5,0.175917206158185
"50",401012297,"LSU","Ole Miss",1,7,0.187566466600228
"51",401012298,"Mississippi State","Florida",1,4,0.210716155135548
"52",401012299,"Vanderbilt","Tennessee State",3,4,0.182278347622412
"53",401012300,"Arkansas","Alabama",0,4,0.0834973939371853
"54",401012301,"Florida","LSU",3,2,0.189815490795
"55",401012302,"Georgia","Vanderbilt",1,7,0.192159596925514
"56",401012303,"Ole Miss","UL Monroe",0,5,0.128410676735149
"57",401012304,"Mississippi State","Auburn",0,0,0.204735956041003
"58",401012305,"South Carolina","Missouri",5,2,0.204900943719829
"59",401012306,"Texas A&M","Kentucky",0,10,0.183546465165721
"60",401012307,"Alabama","Missouri",0,5,0.0895668419648694
"61",401012308,"Arkansas","Ole Miss",1,1,0.194364769074396
"62",401012309,"Auburn","Tennessee",1,3,0.304119799903167
"63",401012310,"LSU","Georgia",0,0,0.172664104754641
"64",401012311,"South Carolina","Texas A&M",0,3,0.200885386334416
"65",401012312,"Vanderbilt","Florida",1,4,0.316909481213571
"66",401012313,"Arkansas","Tulsa",0,0,0.192354473129367
"67",401012314,"Kentucky","Vanderbilt",0,0,0.219591351747588
"68",401012315,"LSU","Mississippi State",0,0,0.14705288793018
"69",401012316,"Ole Miss","Auburn",0,3,0.182669525720866
"70",401012317,"Missouri","Memphis",0,7,0.13245304078938
"71",401012318,"Tennessee","Alabama",0,6,0.0982792464488734
"72",401012319,"Arkansas","Vanderbilt",0,2,0.189370498904353
"73",401012320,"Georgia","Florida",2,5,0.136801824239658
"74",401012321,"Mississippi State","Texas A&M",2,3,0.157403168706388
"75",401012322,"Missouri","Kentucky",1,2,0.205857172668992
"76",401012323,"South Carolina","Tennessee",0,4,0.188705706881656
"77",401012324,"Auburn","Texas A&M",5,4,0.241720844065692
"78",401012325,"Florida","Missouri",1,2,0.209522865071876
"79",401012326,"Kentucky","Georgia",0,9,0.147857082754274
"80",401012327,"LSU","Alabama",0,9,0.157955972772994
"81",401012328,"Ole Miss","South Carolina",3,7,0.227481187166701
"82",401012329,"Mississippi State","Louisiana Tech",0,12,0.089239057447787
"83",401012330,"Tennessee","Charlotte",0,3,0.155957065848556
"84",401012331,"Alabama","Mississippi State",0,2,0.102577780220208
"85",401012332,"Arkansas","LSU",0,5,0.142458871394615
"86",401012333,"Florida","South Carolina",1,7,0.222298429158392
"87",401012334,"Georgia","Auburn",2,8,0.245420443534748
"88",401012335,"Missouri","Vanderbilt",1,1,0.235250231029593
"89",401012336,"Tennessee","Kentucky",0,4,0.1926670513169
"90",401012337,"Texas A&M","Ole Miss",0,2,0.233551861009056
"91",401012338,"Alabama","The Citadel",0,6,0.22346476336851
"92",401012339,"Auburn","Liberty",0,12,0.1397397759016
"93",401012340,"Florida","Idaho",0,9,0.0545296947493295
"94",401012341,"Georgia","Massachusetts",0,10,0.108158794326088
"95",401012342,"Kentucky","Middle Tennessee",0,3,0.0939050160967471
"96",401012343,"LSU","Rice",0,12,0.127355147169775
"97",401012344,"Mississippi State","Arkansas",0,5,0.157682122997026
"98",401012345,"South Carolina","Chattanooga",0,5,0.135988785358198
"99",401012346,"Tennessee","Missouri",2,2,0.173513683379769
"100",401012347,"Texas A&M","UAB",0,6,0.144281416891553
"101",401012348,"Vanderbilt","Ole Miss",1,5,0.156930342974928
"102",401012349,"Ole Miss","Mississippi State",0,2,0.173548330070764
"103",401012350,"Alabama","Auburn",0,8,0.167508855773174
"104",401012351,"Florida State","Florida",0,6,0.164209535375154
"105",401012352,"Georgia","Georgia Tech",0,6,0.11468478883596
"106",401012353,"Louisville","Kentucky",0,10,0.12234659616521
"107",401012354,"Missouri","Arkansas",0,1,0.124947175545805
"108",401012355,"Clemson","South Carolina",0,9,0.215956571498078
"109",401012356,"Texas A&M","LSU",1,8,0.263945200337279
"110",401012357,"Vanderbilt","Tennessee",0,4,0.161655421842477
"111",401012675,"Utah","Weber State",1,14,0.210607275749284
"112",401012676,"Arizona","BYU",2,3,0.201213194911226
"113",401012677,"Arizona State","UTSA",0,7,0.0940373754634102
"114",401012678,"USC","UNLV",4,7,0.206205362024923
"115",401012679,"UCLA","Cincinnati",1,1,0.231712980195734
"116",401012680,"Colorado State","Colorado",0,8,0.0979989374761977
"117",401012681,"Oregon","Bowling Green",1,3,0.322463502381704
"118",401012682,"Ohio State","Oregon State",0,9,0.151993888205854
"119",401012683,"Wyoming","Washington State",2,7,0.230458102675004
"120",401012684,"California","North Carolina",0,5,0.167419535133694
"121",401012726,"Houston","Arizona",0,3,0.0999043042844066
"122",401012727,"Arizona State","Michigan State",0,5,0.179948237579254
"123",401012728,"Oklahoma","UCLA",0,2,0.184598130684591
"124",401012729,"Nebraska","Colorado",1,0,0.209853170177172
"125",401012730,"Northern Illinois","Utah",1,2,0.20520782075018
"126",401012731,"Oregon","Portland State",0,8,0.129562545896527
"127",401012732,"Oregon State","Southern Utah",0,12,0.119102175769747
"128",401012733,"Washington","North Dakota",0,12,0.125446804146305
"129",401012734,"Washington State","San José State",0,9,0.100286755316714
"130",401012735,"BYU","California",0,1,0.146121505262319
"131",401012736,"Stanford","USC",0,3,0.126962191248052
"132",401012737,"Arizona","Southern Utah",0,5,0.175188546320418
"133",401012738,"San Diego State","Arizona State",0,0,0.26835297664366
"134",401012739,"Texas","USC",1,0,0.301092632564214
"135",401012740,"UCLA","Fresno State",0,0,0.140678442683327
"136",401012741,"Colorado","New Hampshire",0,5,0.12584652474737
"137",401012742,"Utah","Washington",0,3,0.128006016820335
"138",401012743,"Oregon","San José State",0,4,0.0987871005544038
"139",401012744,"Nevada","Oregon State",0,5,0.162641249237156
"140",401012745,"Washington State","Eastern Washington",0,2,0.135289551671895
"141",401012746,"California","Idaho State",0,8,0.15707630842615
"142",401012747,"Stanford","UC Davis",1,0,0.218374707865001
"143",401012748,"USC","Washington State",6,0,0.223295524687412
"144",401012749,"Oregon","Stanford",0,3,0.14232021300597
"145",401012750,"Oregon State","Arizona",0,11,0.149721089848015
"146",401012751,"Washington","Arizona State",1,5,0.204485628825533
"147",401012752,"Colorado","UCLA",3,0,0.248413349677784
"148",401012753,"Arizona","USC",0,6,0.157351537843927
"149",401012754,"Arizona State","Oregon State",0,2,0.135565048696184
"150",401012755,"Washington","BYU",0,9,0.147776356658349
"151",401012756,"Washington State","Utah",1,2,0.173093149639977
"152",401012757,"California","Oregon",3,2,0.217695069739804
"153",401012758,"Notre Dame","Stanford",0,5,0.145683030516692
"154",401012759,"Arizona","California",2,4,0.190813871074576
"155",401012760,"UCLA","Washington",0,1,0.163854025148625
"156",401012761,"Colorado","Arizona State",0,1,0.198636286430641
"157",401012762,"Oregon State","Washington State",4,0,0.176045270884411
"158",401012763,"Stanford","Utah",0,5,0.175969821603402
"159",401012764,"Utah","Arizona",0,4,0.113789809448109
"160",401012765,"USC","Colorado",0,2,0.250467037800287
"161",401012766,"Oregon","Washington",0,3,0.164460933369702
"162",401012767,"California","UCLA",0,4,0.171246248671156
"163",401012768,"Arizona State","Stanford",0,3,0.214884990167165
"164",401012769,"UCLA","Arizona",3,1,0.142388239136014
"165",401012770,"Utah","USC",1,8,0.273608146271137
"166",401012771,"Oregon State","California",0,6,0.182329813688646
"167",401012772,"Washington","Colorado",1,4,0.211835302140183
"168",401012773,"Washington State","Oregon",0,1,0.124909920060388
"169",401012774,"UCLA","Utah",2,4,0.228253019776754
"170",401012775,"Arizona","Oregon",0,8,0.109074364045385
"171",401012776,"USC","Arizona State",2,1,0.223831713104291
"172",401012777,"Colorado","Oregon State",0,2,0.174649996991732
"173",401012778,"California","Washington",1,0,0.15957057935419
"174",401012779,"Stanford","Washington State",0,0,0.261959189149679
"175",401012780,"Arizona","Colorado",4,6,0.206124576491883
"176",401012781,"Arizona State","Utah",2,0,0.169232578134078
"177",401012782,"Oregon","UCLA",0,3,0.131756048312177
"178",401012783,"Oregon State","USC",0,5,0.148836251361632
"179",401012784,"Washington","Stanford",0,3,0.111782249240832
"180",401012785,"Washington State","California",2,2,0.136759319058624
"181",401012786,"Arizona State","UCLA",4,3,0.173808039600215
"182",401012787,"USC","California",1,4,0.215483266855331
"183",401012788,"Colorado","Washington State",1,1,0.271833230739006
"184",401012789,"Utah","Oregon",2,2,0.132172891467808
"185",401012790,"Stanford","Oregon State",0,3,0.135448076925143
"186",401012791,"UCLA","USC",5,2,0.23083347532139
"187",401012792,"Colorado","Utah",0,6,0.278067395359685
"188",401012793,"Oregon","Arizona State",0,3,0.120272566641262
"189",401012794,"Washington","Oregon State",0,7,0.101580520927138
"190",401012795,"Washington State","Arizona",0,1,0.10450891476826
"191",401012797,"Oregon State","Oregon",0,2,0.142480283100298
"192",401012798,"Washington State","Washington",0,8,0.16328997153969
"193",401012799,"Arizona","Arizona State",1,2,0.160541720650915
"194",401012800,"USC","Notre Dame",1,7,0.291462149659253
"195",401012801,"UCLA","Stanford",3,5,0.165969703862116
"196",401012802,"Utah","BYU",1,5,0.252030335855865
"197",401012803,"California","Colorado",0,5,0.0718943334984178
"198",401012804,"Illinois","Kent State",1,1,0.255117211876592
"199",401012805,"Illinois","Western Illinois",0,3,0.294753323809425
"200",401012806,"Illinois","South Florida",1,5,0.220607678042257
"201",401012807,"Illinois","Penn State",2,7,0.1620510329853
"202",401012808,"Rutgers","Illinois",2,2,0.179853012186888
"203",401012809,"Illinois","Purdue",0,9,0.189844326805739
"204",401012810,"Wisconsin","Illinois",0,5,0.112396726101326
"205",401012811,"Maryland","Illinois",1,9,0.162544246453149
"206",401012812,"Illinois","Minnesota",0,6,0.122704304091822
"207",401012813,"Nebraska","Illinois",0,0,0.145845493536058
"208",401012814,"Illinois","Iowa",0,4,0.162588842424119
"209",401012815,"Northwestern","Illinois",0,1,0.168239841730127
"210",401012820,"Rutgers","Texas State",0,2,0.125645887958951
"211",401012821,"Ohio State","Rutgers",0,10,0.11026184595883
"212",401012822,"Kansas","Rutgers",0,4,0.140311625875559
"213",401012823,"Rutgers","Buffalo",1,3,0.207236313716994
"214",401012824,"Rutgers","Indiana",0,5,0.197499082144474
"215",401012825,"Maryland","Rutgers",0,7,0.185136576703422
"216",401012846,"Rutgers","Northwestern",2,1,0.229487283404973
"217",401012847,"Wisconsin","Rutgers",0,5,0.0965729436435029
"218",401012848,"Rutgers","Michigan",0,3,0.18140628677277
"219",401012849,"Rutgers","Penn State",0,0,0.165028718490089
"220",401012850,"Michigan State","Rutgers",1,2,0.155751938630465
"221",401012851,"Florida International","Indiana",0,4,0.201673364370843
"222",401012852,"Indiana","Virginia",0,2,0.166833502013916
"223",401012853,"Indiana","Ball State",0,3,0.218622611873851
"224",401012854,"Indiana","Michigan State",0,9,0.135492111331383
"225",401012855,"Ohio State","Indiana",3,1,0.260350636585916
"226",401012856,"Indiana","Iowa",1,4,0.187478429665332
"227",401012857,"Indiana","Penn State",2,3,0.215203651747649
"228",401012858,"Minnesota","Indiana",3,3,0.238986065562813
"229",401012859,"Indiana","Maryland",3,7,0.218903763925781
"230",401012860,"Michigan","Indiana",6,3,0.195563817554344
"231",401012861,"Indiana","Purdue",0,4,0.160002393129891
"232",401012862,"Iowa","Northern Illinois",0,1,0.208382350104269
"233",401012863,"Iowa","Iowa State",0,0,0.204743749113945
"234",401012864,"Iowa","Northern Iowa",0,5,0.180474701992319
"235",401012865,"Iowa","Wisconsin",3,1,0.188211094748778
"236",401012866,"Minnesota","Iowa",0,1,0.104439901575271
"237",401012867,"Iowa","Maryland",0,0,0.185568737925971
"238",401012868,"Penn State","Iowa",0,0,0.273983847801415
"239",401012869,"Purdue","Iowa",2,2,0.133604808103225
"240",401012870,"Iowa","Northwestern",3,1,0.156300075252484
"241",401012871,"Iowa","Nebraska",0,3,0.134664932461932
"242",401012872,"Maryland","Texas",2,1,0.162524471448074
"243",401012873,"Bowling Green","Maryland",1,9,0.267872803421465
"244",401012874,"Maryland","Temple",0,2,0.184524694221134
"245",401012875,"Maryland","Minnesota",0,1,0.119980819778234
"246",401012876,"Michigan","Maryland",2,4,0.263162072669888
"247",401012877,"Maryland","Michigan State",0,3,0.117824659220279
"248",401012878,"Maryland","Ohio State",0,3,0.120727800352388
"249",401012879,"Penn State","Maryland",0,13,0.109272998757914
"250",401012880,"Michigan State","Utah State",5,5,0.205984509731879
"251",401012881,"Michigan State","Central Michigan",1,1,0.234755286221428
"252",401012882,"Michigan State","Northwestern",3,2,0.195655633818844
"253",401012883,"Penn State","Michigan State",1,4,0.163744276644487
"254",401012884,"Michigan State","Michigan",0,3,0.187644798164976
"255",401012885,"Michigan State","Purdue",0,2,0.149786177644582
"256",401012886,"Michigan State","Ohio State",0,1,0.184453153043789
"257",401012887,"Nebraska","Michigan State",0,0,0.155949227692926
"258",401012888,"Notre Dame","Michigan",0,5,0.0998184023024449
"259",401012889,"Michigan","Western Michigan",0,9,0.196206124051957
"260",401012890,"Michigan","SMU",0,3,0.196556865889016
"261",401012891,"Michigan","Nebraska",0,2,0.105264306393273
"262",401012892,"Northwestern","Michigan",1,7,0.255521385425239
"263",401012893,"Michigan","Wisconsin",0,5,0.212751864488745
"264",401012894,"Michigan","Penn State",0,1,0.124409635881185
"265",401012895,"Ohio State","Michigan",0,7,0.166328256728216
"266",401013026,"Baylor","Abilene Christian",0,8,0.143904776188803
"267",401013027,"UTSA","Baylor",0,10,0.114225291222618
"268",401013028,"Baylor","Duke",0,0,0.150651943042576
"269",401013029,"Baylor","Kansas",0,3,0.145622070454469
"270",401013030,"Oklahoma","Baylor",0,5,0.107811240819418
"271",401013031,"Baylor","Kansas State",4,2,0.179084158671168
"272",401013032,"Texas","Baylor",2,1,0.190612945082207
"273",401013033,"West Virginia","Baylor",0,3,0.0926274110142593
"274",401013034,"Baylor","Oklahoma State",3,3,0.200334422461162
"275",401013035,"Iowa State","Baylor",0,5,0.169540221350979
"276",401013036,"Baylor","TCU",2,4,0.170907635180868
"277",401013037,"Texas Tech","Baylor",3,2,0.256585272662779
"278",401013039,"Iowa State","Oklahoma",0,0,0.154161559755023
"279",401013040,"Iowa State","Akron",0,1,0.173496719786866
"280",401013041,"TCU","Iowa State",0,2,0.200636127450681
"281",401013042,"Oklahoma State","Iowa State",1,3,0.204976045353133
"282",401013043,"Iowa State","West Virginia",0,8,0.186315508477822
"283",401013044,"Iowa State","Texas Tech",2,4,0.218650840234939
"284",401013045,"Kansas","Iowa State",0,1,0.131440636849015
"285",401013046,"Texas","Iowa State",0,0,0.162767457179832
"286",401013047,"Iowa State","Kansas State",1,0,0.224724152985232
"287",401013048,"Kansas","Nicholls",2,2,0.141529998300305
"288",401013049,"Central Michigan","Kansas",0,2,0.203337260283213
"289",401013050,"Kansas","Oklahoma State",0,6,0.116755957041348
"290",401013051,"West Virginia","Kansas",0,3,0.123069257854444
"291",401013052,"Texas Tech","Kansas",0,1,0.189617227683781
"292",401013053,"Kansas","TCU",5,5,0.160427924166289
"293",401013054,"Kansas State","Kansas",5,1,0.150393554630023
"294",401013055,"Oklahoma","Kansas",1,0,0.209289129858219
"295",401013056,"Kansas","Texas",0,1,0.136465982781474
"296",401013057,"Kansas State","South Dakota",3,1,0.251868392198454
"297",401013058,"Kansas State","UTSA",0,3,0.1712082872116
"298",401013059,"West Virginia","Kansas State",0,1,0.164668423859522
"299",401013060,"Kansas State","Texas",0,2,0.148116349749834
"300",401013061,"Kansas State","Oklahoma State",1,4,0.238899448560191
"301",401013062,"Oklahoma","Kansas State",0,11,0.115303736143927
"302",401013063,"TCU","Kansas State",0,5,0.127901947909831
"303",401013064,"Kansas State","Texas Tech",1,5,0.260931915604269
"304",401013065,"Oklahoma","Florida Atlantic",0,10,0.160876202737059
"305",401013066,"Oklahoma","Army",0,3,0.131600491107956
"306",401013067,"Oklahoma","Texas",0,2,0.208620650310226
"307",401013068,"TCU","Oklahoma",0,11,0.152993421913449
"308",401013069,"Texas Tech","Oklahoma",3,8,0.266747444332758
"309",401013070,"Oklahoma","Oklahoma State",4,6,0.15961933345002
"310",401013071,"West Virginia","Oklahoma",4,4,0.222843903760977
"311",401013072,"TCU","Southern",0,5,0.115271264155027
"312",401013074,"TCU","Ohio State",2,4,0.230877401109701
"313",401013075,"Texas","TCU",3,2,0.22705820107416
"314",401013076,"TCU","Texas Tech",4,4,0.197574473382817
"315",401013077,"West Virginia","TCU",0,4,0.246267440810427
"316",401013078,"TCU","Oklahoma State",1,3,0.247116634131111
"317",401013086,"Tulane","Wake Forest",2,1,0.153958203739689
"318",401013087,"Boston College","Massachusetts",0,7,0.152186796722804
"319",401013088,"Clemson","Furman",0,5,0.143642430814931
"320",401013089,"Duke","Army",0,1,0.161589250802731
"321",401013090,"Georgia Tech","Alcorn State",0,13,0.124533541487016
"322",401013091,"NC State","James Madison",1,2,0.195550354786266
"323",401013092,"Pittsburgh","UAlbany",0,3,0.0684995362449122
"324",401013094,"Virginia","Richmond",1,4,0.219724566112224
"325",401013095,"LSU","Miami",0,1,0.248738312677052
"326",401013096,"Florida State","Virginia Tech",0,4,0.10660965041613
"327",401013097,"Boston College","Holy Cross",0,10,0.0788252043059311
"328",401013098,"Northwestern","Duke",0,2,0.263180589173516
"329",401013099,"Florida State","Samford",1,4,0.179319811007229
"330",401013100,"South Florida","Georgia Tech",9,3,0.220270755938352
"331",401013101,"Louisville","Indiana State",0,5,0.222249425723578
"332",401013102,"Miami","Savannah St",0,8,0.168827583672483
"333",401013103,"East Carolina","North Carolina",5,0,0.256470334165245
"334",401013104,"NC State","Georgia State",0,0,0.206184119691856
"335",401013105,"Pittsburgh","Penn State",0,4,0.214232488107104
"336",401013106,"Syracuse","Wagner",0,1,0.111324254253681
"337",401013107,"Virginia Tech","William & Mary",0,11,0.112182894364887
"338",401013108,"Wake Forest","Towson",0,0,0.153625713518683
"339",401013109,"Wake Forest","Boston College",1,5,0.20264520006896
"340",401013110,"Clemson","Georgia Southern",0,14,0.191211412742878
"341",401013111,"Syracuse","Florida State",0,8,0.170761898419246
"342",401013112,"Pittsburgh","Georgia Tech",0,2,0.127048995102478
"343",401013113,"Louisville","Western Kentucky",1,2,0.232075964260539
"344",401013114,"Toledo","Miami",0,3,0.132458116939618
"345",401013117,"Virginia","Ohio",0,0,0.0793287630331911
"346",401013119,"Purdue","Boston College",0,4,0.176347075583403
"347",401013120,"Georgia Tech","Clemson",0,5,0.190597835224717
"348",401013121,"Duke","North Carolina Central",0,13,0.0991337498342971
"349",401013122,"Florida State","Northern Illinois",0,4,0.0958985448993497
"350",401013123,"Virginia","Louisville",0,2,0.200690639627544
"351",401013124,"Miami","Florida International",0,8,0.17105113182272
"352",401013125,"North Carolina","Pittsburgh",0,6,0.225046683111301
"353",401013126,"Marshall","NC State",0,8,0.159950182639426
"354",401013127,"Syracuse","UConn",0,4,0.127114270449728
"355",401013128,"Old Dominion","Virginia Tech",0,3,0.241367806405751
"356",401013129,"Wake Forest","Notre Dame",1,4,0.216278380791341
"357",401013130,"Boston College","Temple",0,3,0.221762850258577
"358",401013131,"Clemson","Syracuse",3,7,0.178677039417467
"359",401013132,"Duke","Virginia Tech",2,7,0.19772535779873
"360",401013133,"Louisville","Florida State",1,5,0.187748652042403
"361",401013134,"Georgia Tech","Bowling Green",1,5,0.178605845701318
"362",401013135,"NC State","Virginia",2,1,0.200659182714846
"363",401013136,"UCF","Pittsburgh",0,9,0.170961066266452
"364",401013137,"Wake Forest","Rice",0,0,0.133765648327164
"365",401013138,"Louisville","Georgia Tech",0,5,0.121701958896452
"366",401013139,"NC State","Boston College",0,9,0.159389349830664
"367",401013140,"Wake Forest","Clemson",0,8,0.183557749687676
"368",401013141,"Miami","Florida State",1,0,0.244097061393345
"369",401013142,"Pittsburgh","Syracuse",1,3,0.201255074071774
"370",401013143,"Virginia Tech","Notre Dame",0,3,0.165462967512578
"371",401013144,"Boston College","Louisville",2,3,0.20142345735572
"372",401013145,"Georgia Tech","Duke",0,2,0.180425371349821
"373",401013146,"Virginia","Miami",0,6,0.147662055965311
"374",401013147,"North Carolina","Virginia Tech",2,1,0.191332308696184
"375",401013148,"Notre Dame","Pittsburgh",1,7,0.234524159022815
"376",401013149,"Clemson","NC State",0,3,0.096905582811997
"377",401013150,"Duke","Virginia",0,3,0.0910495766055517
"378",401013151,"Florida State","Wake Forest",1,5,0.317740248029156
"379",401013152,"Syracuse","North Carolina",3,0,0.240837417080467
"380",401013153,"Virginia Tech","Georgia Tech",0,4,0.312189708971167
"381",401013154,"Boston College","Miami",0,3,0.160795072269382
"382",401013155,"Florida State","Clemson",0,2,0.173407307192647
"383",401013156,"Pittsburgh","Duke",0,3,0.170256226476905
"384",401013157,"Louisville","Wake Forest",0,2,0.192535864062208
"385",401013158,"Virginia","North Carolina",0,0,0.147781484074448
"386",401013159,"Syracuse","NC State",2,4,0.13472200199844
"387",401013160,"Virginia","Pittsburgh",1,5,0.19496144201082
"388",401013161,"Virginia Tech","Boston College",0,3,0.270648481075593
"389",401013162,"Clemson","Louisville",0,4,0.0843145760709066
"390",401013163,"Miami","Duke",2,3,0.220394373709156
"391",401013164,"NC State","Florida State",0,1,0.111044884603295
"392",401013165,"North Carolina","Georgia Tech",0,3,0.185787357063999
"393",401013166,"Wake Forest","Syracuse",1,2,0.275468139355653
"394",401013167,"NC State","Wake Forest",1,2,0.176024424812079
"395",401013168,"Syracuse","Louisville",0,0,0.18437744876593
"396",401013169,"Boston College","Clemson",2,7,0.192460332797884
"397",401013170,"Duke","North Carolina",0,3,0.230718946604833
"398",401013171,"Notre Dame","Florida State",0,3,0.0784382211408963
"399",401013172,"Georgia Tech","Miami",0,1,0.205905781634228
"400",401013173,"Pittsburgh","Virginia Tech",0,5,0.163082168206267
"401",401013174,"Virginia","Liberty",0,1,0.197545533496873
"402",401013175,"Florida State","Boston College",4,1,0.158634056041819
"403",401013176,"Clemson","Duke",1,4,0.251340042627585
"404",401013177,"Georgia Tech","Virginia",6,1,0.171503041460932
"405",401013178,"Louisville","NC State",1,2,0.203613566047526
"406",401013179,"Virginia Tech","Miami",3,0,0.306156095457672
"407",401013180,"North Carolina","Western Carolina",0,0,0.169025922797879
"408",401013181,"Wake Forest","Pittsburgh",3,3,0.243214175912209
"409",401013182,"Notre Dame","Syracuse",0,8,0.133244609697256
"410",401013183,"Virginia Tech","Virginia",1,2,0.250511194321227
"411",401013184,"Boston College","Syracuse",0,4,0.198149540699997
"412",401013185,"Duke","Wake Forest",0,10,0.102546586898717
"413",401013186,"Miami","Pittsburgh",0,0,0.17543824076012
"414",401013187,"North Carolina","NC State",0,3,0.187945681798351
"415",401013188,"Texas","West Virginia",8,7,0.149848306930172
"416",401013189,"Navy","Notre Dame",0,9,0.131399359521223
"417",401013319,"Texas","Tulsa",0,1,0.0944802368701053
"418",401013320,"Oklahoma State","Texas",0,9,0.115762116731082
"419",401013321,"Texas Tech","Texas",1,3,0.297083853521583
"420",401013322,"Texas Tech","Lamar",0,9,0.124123501509554
"421",401013323,"Texas Tech","Houston",0,2,0.257737938612387
"422",401013324,"Oklahoma State","Texas Tech",3,3,0.252329133552171
"423",401013325,"Texas Tech","West Virginia",0,2,0.09206172482501
"424",401013326,"West Virginia","Youngstown State",0,6,0.177914652973895
"425",401013327,"Oklahoma State","West Virginia",1,4,0.173988911318998
"426",401013328,"Minnesota","New Mexico State",1,9,0.206596993146874
"427",401013329,"Minnesota","Fresno State",2,1,0.137444650477569
"428",401013330,"Minnesota","Miami (OH)",0,1,0.134164540534736
"429",401013331,"Ohio State","Minnesota",4,0,0.167321537274541
"430",401013332,"Nebraska","Minnesota",0,5,0.118668106378121
"431",401013333,"Minnesota","Purdue",0,6,0.220035952078491
"432",401013334,"Minnesota","Northwestern",0,3,0.163128483177257
"433",401013335,"Wisconsin","Minnesota",0,0,0.209865223643194
"434",401013337,"Nebraska","Troy",0,3,0.146195471343311
"435",401013338,"Nebraska","Purdue",0,0,0.200549577110047
"436",401013339,"Wisconsin","Nebraska",0,4,0.155567859222911
"437",401013340,"Northwestern","Nebraska",1,1,0.19982055268953
"438",401013341,"Ohio State","Nebraska",3,5,0.225885146345559
"439",401013342,"Purdue","Northwestern",0,1,0.129978714813906
"440",401013343,"Northwestern","Akron",1,2,0.298658638889762
"441",401013344,"Northwestern","Wisconsin",0,2,0.199568954611937
"442",401013345,"Northwestern","Notre Dame",0,8,0.196323180945098
"443",401013346,"Ohio State","Tulane",0,7,0.106701778728578
"444",401013347,"Penn State","Ohio State",3,7,0.176640420766503
"445",401013348,"Purdue","Ohio State",0,5,0.185118945673462
"446",401013349,"Penn State","App State",0,3,0.254421271746403
"447",401013350,"Penn State","Kent State",0,11,0.135162470453417
