"","game_id","home","away","lead_change_count","explosive_play_delta","win_prob_volatility"
"908",401110786,"Arkansas","Colorado State",0,2,0.170478671791636
"909",401110787,"Auburn","Kent State",1,11,0.232550367012281
"910",401110788,"Georgia","Arkansas State",0,7,0.121384837909947
"911",401110789,"Kentucky","Florida",1,1,0.25269106361629
"912",401110790,"LSU","Northwestern State",2,7,0.193149257174555
"913",401110791,"Ole Miss","SE Louisiana",0,7,0.119184758458024
"914",401110792,"Mississippi State","Kansas State",1,3,0.197923903398085
"915",401110793,"Missouri","Southeast Missouri State",0,11,0.0950045027068945
"916",401110794,"South Carolina","Alabama",0,5,0.130978691506358
"917",401110795,"Tennessee","Chattanooga",0,6,0.0864170473577596
"918",401110796,"Texas A&M","Lamar",0,15,0.129712398498637
"919",401110797,"Alabama","Southern Miss",0,11,0.113599860676471
"920",401110798,"Arkansas","San José State",0,3,0.158097209492884
"921",401110799,"Florida","Tennessee",0,6,0.119287265201404
"922",401110800,"Georgia","Notre Dame",0,1,0.229492124585574
"923",401110801,"Ole Miss","California",1,3,0.208774109340204
"924",401110802,"Mississippi State","Kentucky",0,0,0.122777462814929
"925",401110803,"Missouri","South Carolina",0,7,0.134302309984479
"926",401110804,"Texas A&M","Auburn",0,5,0.110150025553884
"927",401110805,"Vanderbilt","LSU",0,6,0.181826754146361
"928",401110806,"Alabama","Ole Miss",1,2,0.215344277689268
"929",401110807,"Arkansas","Texas A&M",4,3,0.153931297969404
"930",401110808,"Auburn","Mississippi State",0,6,0.090700990288857
"931",401110809,"Florida","Towson",0,4,0.138337582043111
"932",401110810,"South Carolina","Kentucky",0,3,0.127251104026721
"933",401110811,"Vanderbilt","Northern Illinois",0,2,0.0879726406802435
"934",401110812,"Florida","Auburn",0,2,0.127429400142954
"935",401110813,"LSU","Utah State",0,8,0.170382600628642
"936",401110814,"Ole Miss","Vanderbilt",0,2,0.121854349146321
"937",401110815,"Missouri","Troy",0,8,0.219267057058651
"938",401110816,"Tennessee","Georgia",2,2,0.218685975472909
"939",401110817,"Georgia","South Carolina",2,4,0.217882513719815
"940",401110818,"Kentucky","Arkansas",3,6,0.219382176353716
"941",401110819,"LSU","Florida",0,3,0.194294770453442
"942",401110820,"Missouri","Ole Miss",1,6,0.268412242569786
"943",401110821,"Tennessee","Mississippi State",0,1,0.118698645002207
"944",401110822,"Texas A&M","Alabama",0,2,0.232026474044516
"945",401110823,"Vanderbilt","UNLV",0,1,0.230275341217786
"946",401110824,"Alabama","Tennessee",0,4,0.122381342606483
"947",401110825,"Arkansas","Auburn",0,8,0.082149934020505
"948",401110826,"Georgia","Kentucky",0,6,0.217421989181433
"949",401110827,"Ole Miss","Texas A&M",4,0,0.230993510527347
"950",401110828,"Mississippi State","LSU",0,4,0.161498658649434
"951",401110829,"South Carolina","Florida",1,3,0.276235287294153
"952",401110830,"Vanderbilt","Missouri",0,0,0.188372848569422
"953",401110831,"Alabama","Arkansas",0,4,0.169336836070637
"954",401110832,"Kentucky","Missouri",0,0,0.208336484413882
"955",401110833,"LSU","Auburn",3,6,0.230460764749973
"956",401110834,"Tennessee","South Carolina",5,3,0.263317957480902
"957",401110835,"Texas A&M","Mississippi State",0,2,0.140421795073412
"958",401110836,"Arkansas","Mississippi State",0,7,0.110470588415361
"959",401110837,"Auburn","Ole Miss",0,1,0.183270017183281
"960",401110838,"Florida","Georgia",0,4,0.13249034981956
"961",401110839,"South Carolina","Vanderbilt",0,6,0.263316725789605
"962",401110840,"Tennessee","UAB",0,2,0.129514528458067
"963",401110841,"Texas A&M","UTSA",0,4,0.193072149009091
"964",401110842,"Alabama","LSU",0,2,0.136812039569031
"965",401110843,"Arkansas","Western Kentucky",0,2,0.154760641129895
"966",401110844,"Florida","Vanderbilt",0,11,0.183638933664858
"967",401110845,"Georgia","Missouri",0,6,0.113798899280743
"968",401110846,"Kentucky","Tennessee",1,1,0.226527418548381
"969",401110847,"Ole Miss","New Mexico State",0,12,0.146665676693697
"970",401110848,"South Carolina","App State",0,4,0.2097987796927
"971",401110849,"Auburn","Georgia",0,1,0.163300774261838
"972",401110850,"Ole Miss","LSU",0,1,0.109670140090049
"973",401110851,"Mississippi State","Alabama",0,7,0.102818257716869
"974",401110852,"Missouri","Florida",0,7,0.165237331861275
"975",401110853,"Texas A&M","South Carolina",0,6,0.153092938228005
"976",401110854,"Vanderbilt","Kentucky",2,9,0.275959671512895
"977",401110855,"Alabama","Western Carolina",0,6,0.133554815797454
"978",401110856,"Auburn","Samford",0,8,0.163151454645518
"979",401110857,"Georgia","Texas A&M",0,2,0.14525749877671
"980",401110858,"Kentucky","UT Martin",0,3,0.101232615616435
"981",401110859,"LSU","Arkansas",0,6,0.139297160915391
"982",401110860,"Mississippi State","Abilene Christian",0,10,0.149059114860208
"983",401110861,"Missouri","Tennessee",3,11,0.169376664215399
"984",401110862,"Vanderbilt","East Tennessee State",0,4,0.143394517553314
"985",401110863,"Mississippi State","Ole Miss",0,1,0.18535397966275
"986",401110864,"Arkansas","Missouri",2,4,0.217715535350131
"987",401110865,"Auburn","Alabama",7,2,0.143824500278643
"988",401110866,"Florida","Florida State",0,8,0.165432881018709
"989",401110867,"Georgia Tech","Georgia",0,14,0.142490605603676
"990",401110868,"Kentucky","Louisville",1,7,0.219378807084354
"991",401110869,"LSU","Texas A&M",0,3,0.0975804341247331
"992",401110870,"South Carolina","Clemson",0,9,0.143242674988505
"993",401110871,"Tennessee","Vanderbilt",1,2,0.244170227375981
"994",401111653,"Clemson","Georgia Tech",0,10,0.116040512717095
"995",401111654,"Duke","Notre Dame",0,9,0.143056529537524
"996",401112073,"Baylor","Stephen F. Austin",0,7,0.109214176318502
"997",401112074,"Baylor","UTSA",0,12,0.150514789679578
"998",401112075,"Rice","Baylor",0,3,0.15430771380614
"999",401112076,"Baylor","Iowa State",2,3,0.191260631148485
"1000",401112077,"Kansas State","Baylor",0,6,0.213068893275183
"1001",401112078,"Baylor","Texas Tech",5,5,0.201482638083189
"1002",401112079,"Oklahoma State","Baylor",4,9,0.236370586479813
"1003",401112080,"Baylor","West Virginia",0,9,0.160836293180784
"1004",401112081,"TCU","Baylor",0,2,0.0983442411298379
"1005",401112082,"Baylor","Oklahoma",1,3,0.265172305500692
"1006",401112083,"Baylor","Texas",0,1,0.162578317457873
"1007",401112084,"Kansas","Baylor",0,3,0.154345605749745
"1008",401112085,"Iowa State","Northern Iowa",2,4,0.134327799410415
"1009",401112086,"Iowa State","Iowa",4,2,0.174241041516625
"1010",401112087,"Iowa State","UL Monroe",0,4,0.186480513483726
"1011",401112088,"Iowa State","TCU",0,3,0.147125281243224
"1012",401112089,"West Virginia","Iowa State",0,9,0.196649610613631
"1013",401112090,"Texas Tech","Iowa State",0,8,0.150763426775972
"1014",401112091,"Iowa State","Oklahoma State",0,2,0.144607356094112
"1015",401112092,"Oklahoma","Iowa State",0,3,0.0755467854295699
"1016",401112093,"Iowa State","Texas",2,2,0.129402511858374
"1017",401112094,"Iowa State","Kansas",5,1,0.184969239384103
"1018",401112095,"Kansas State","Iowa State",0,4,0.179751086760132
"1019",401112096,"Kansas","Indiana State",2,1,0.140076762327277
"1020",401112097,"Kansas","Coastal Carolina",1,5,0.237039020484316
"1021",401112098,"Boston College","Kansas",3,8,0.313555525208543
"1022",401112099,"Kansas","West Virginia",0,2,0.182123142454801
"1023",401112100,"TCU","Kansas",0,7,0.106237667367353
"1024",401112101,"Kansas","Oklahoma",0,6,0.232454712292751
"1025",401112102,"Texas","Kansas",5,2,0.17136801273936
"1026",401112103,"Kansas","Texas Tech",0,1,0.203039243680945
"1027",401112104,"Kansas","Kansas State",0,5,0.139396630348522
"1028",401112105,"Oklahoma State","Kansas",0,7,0.115884393280949
"1029",401112106,"Kansas State","Nicholls",0,1,0.140927200186585
"1030",401112107,"Kansas State","Bowling Green",0,10,0.12665001152532
"1031",401112108,"Oklahoma State","Kansas State",0,6,0.142114713752408
"1032",401112109,"Kansas State","TCU",0,5,0.163222573422896
"1033",401112110,"Kansas State","Oklahoma",1,2,0.29193807994688
"1034",401112111,"Texas","Kansas State",0,6,0.259916168450113
"1035",401112112,"Kansas State","West Virginia",3,1,0.19186362209937
"1036",401112113,"Texas Tech","Kansas State",0,4,0.138646718142282
"1037",401112114,"Oklahoma","Houston",0,4,0.102479186183991
"1038",401112115,"Oklahoma","South Dakota",0,11,0.149952683139186
"1039",401112116,"UCLA","Oklahoma",0,5,0.110464521364765
"1040",401112117,"Oklahoma","Texas Tech",0,4,0.111911866282443
"1041",401112118,"Texas","Oklahoma",0,9,0.10243291172912
"1042",401112119,"Oklahoma","West Virginia",0,6,0.163177959508398
"1043",401112120,"Oklahoma","TCU",0,9,0.111270541487033
"1044",401112121,"Oklahoma State","Oklahoma",0,7,0.136970933248448
"1045",401112122,"Oregon State","Oklahoma State",0,7,0.249155938817047
"1046",401112123,"Oklahoma State","McNeese",0,2,0.108925357547507
"1047",401112124,"Tulsa","Oklahoma State",2,2,0.191135798265274
"1048",401112125,"Texas","Oklahoma State",3,2,0.221064600829096
"1049",401112126,"Texas Tech","Oklahoma State",0,1,0.145905156645567
"1050",401112127,"Oklahoma State","TCU",0,3,0.151014516634521
"1051",401112128,"West Virginia","Oklahoma State",2,5,0.16661259186576
"1052",401112129,"TCU","Arkansas-Pine Bluff",0,6,0.13903473526257
"1053",401112130,"Purdue","TCU",0,7,0.194216848169602
"1054",401112131,"TCU","SMU",0,1,0.0873884703147696
"1055",401112132,"TCU","Texas",0,4,0.230564648819967
"1056",401112133,"Texas Tech","TCU",4,0,0.148547921570495
"1057",401112134,"TCU","West Virginia",1,0,0.221909988531269
"1058",401112135,"Texas","Louisiana Tech",0,5,0.115569463464367
"1059",401112136,"Rice","Texas",0,7,0.139991213421841
"1060",401112137,"West Virginia","Texas",0,3,0.256409044891066
"1061",401112138,"Texas","Texas Tech",0,5,0.292085134937522
"1062",401112139,"Texas Tech","Montana State",0,5,0.115084548576937
"1063",401112140,"Texas Tech","UTEP",0,3,0.126188246897615
"1064",401112141,"Arizona","Texas Tech",2,2,0.194314505949072
"1065",401112142,"West Virginia","Texas Tech",0,7,0.120389101773926
"1066",401112143,"West Virginia","James Madison",1,0,0.243391366971148
"1067",401112144,"West Virginia","NC State",0,5,0.189361849545092
"1068",401112145,"Illinois","Akron",0,4,0.125749272087544
"1069",401112146,"UConn","Illinois",1,1,0.294406602673601
"1070",401112147,"Illinois","Eastern Michigan",5,0,0.217526231097059
"1071",401112148,"Illinois","Nebraska",2,13,0.249005256175989
"1072",401112149,"Minnesota","Illinois",1,9,0.246970009611381
"1073",401112150,"Illinois","Michigan",0,6,0.112160551638558
"1074",401112151,"Illinois","Wisconsin",1,0,0.146670842305981
"1075",401112152,"Purdue","Illinois",0,3,0.202614684103985
"1076",401112153,"Illinois","Rutgers",0,0,0.195130446515221
"1077",401112154,"Michigan State","Illinois",1,9,0.171016732027577
"1078",401112155,"Iowa","Illinois",0,2,0.14910637798953
"1079",401112156,"Illinois","Northwestern",2,4,0.174648464958286
"1080",401112157,"Ball State","Indiana",0,3,0.193121469750373
"1081",401112158,"Indiana","Eastern Illinois",0,8,0.110439522413643
"1082",401112159,"Indiana","Ohio State",0,4,0.156580437728377
"1083",401112160,"Indiana","UConn",1,6,0.20894516835243
"1084",401112161,"Michigan State","Indiana",2,3,0.153306902463211
"1085",401112162,"Indiana","Rutgers",0,6,0.0565208286377637
"1086",401112163,"Maryland","Indiana",2,8,0.154099150149269
"1087",401112164,"Nebraska","Indiana",3,1,0.251339433401217
"1088",401112165,"Indiana","Northwestern",0,9,0.140036306943589
"1089",401112166,"Penn State","Indiana",2,4,0.170879906319938
"1090",401112167,"Indiana","Michigan",0,4,0.266284222907751
"1091",401112168,"Purdue","Indiana",1,6,0.167629838832809
"1092",401112191,"Iowa","Miami (OH)",2,7,0.227654589862079
"1093",401112192,"Iowa","Rutgers",0,7,0.136559137335402
"1094",401112193,"Iowa","Middle Tennessee",0,14,0.103829285420776
"1095",401112194,"Michigan","Iowa",0,2,0.103682384348365
"1096",401112195,"Iowa","Penn State",1,6,0.167663149595397
"1097",401112196,"Iowa","Purdue",0,3,0.144517658868434
"1098",401112197,"Northwestern","Iowa",0,3,0.151442095681635
"1099",401112198,"Wisconsin","Iowa",1,1,0.201711886430208
"1100",401112199,"Iowa","Minnesota",0,5,0.109350914745214
"1101",401112200,"Nebraska","Iowa",0,1,0.168204790394126
"1102",401112201,"Maryland","Howard",0,15,0.129295407480951
"1103",401112202,"Maryland","Syracuse",0,9,0.111834075839223
"1104",401112203,"Temple","Maryland",4,1,0.122617796566513
"1105",401112204,"Maryland","Penn State",0,7,0.110195700076289
"1106",401112205,"Rutgers","Maryland",0,2,0.171823997628116
"1107",401112206,"Purdue","Maryland",0,2,0.121051869609915
"1108",401112207,"Minnesota","Maryland",0,12,0.118495551341551
"1109",401112208,"Maryland","Michigan",0,2,0.0615907156445173
"1110",401112209,"Ohio State","Maryland",0,13,0.102456565964452
"1111",401112210,"Maryland","Nebraska",0,10,0.126067533382007
"1112",401112212,"Michigan State","Tulsa",0,3,0.103752373199467
"1113",401112213,"Michigan State","Western Michigan",0,12,0.0961923447684238
"1114",401112214,"Michigan State","Arizona State",2,4,0.142281897113904
"1115",401112215,"Northwestern","Michigan State",0,0,0.156137215657722
"1116",401112216,"Ohio State","Michigan State",0,2,0.174870448759254
"1117",401112217,"Wisconsin","Michigan State",0,5,0.144802208433159
"1118",401112218,"Michigan State","Penn State",0,3,0.141297241555831
"1119",401112219,"Michigan","Michigan State",0,11,0.250790427828769
"1120",401112220,"Rutgers","Michigan State",0,9,0.134915073694827
"1121",401112221,"Michigan State","Maryland",3,3,0.155191427061028
"1122",401112222,"Michigan","Middle Tennessee",1,2,0.235080363034892
"1123",401112223,"Michigan","Army",1,5,0.183319747746599
"1124",401112224,"Wisconsin","Michigan",0,3,0.120471474529013
"1125",401112225,"Michigan","Rutgers",0,9,0.0989075432513058
"1126",401112226,"Penn State","Michigan",0,4,0.127993176861743
"1127",401112227,"Michigan","Notre Dame",0,7,0.174028487468985
"1128",401112228,"Michigan","Ohio State",1,1,0.218924695502766
"1129",401112229,"Minnesota","South Dakota State",2,4,0.151571546084013
"1130",401112230,"Fresno State","Minnesota",1,3,0.208741145194321
"1131",401112231,"Minnesota","Georgia Southern",3,8,0.209053822196633
"1132",401112232,"Purdue","Minnesota",0,1,0.147376921434816
"1133",401112233,"Minnesota","Nebraska",0,6,0.167721998793347
"1134",401112234,"Rutgers","Minnesota",0,6,0.147949781437963
"1135",401112235,"Minnesota","Penn State",0,5,0.147367493121492
"1136",401112236,"Northwestern","Minnesota",0,8,0.107613701937312
"1137",401112237,"Minnesota","Wisconsin",1,1,0.30629901026221
"1138",401112238,"Nebraska","South Alabama",0,5,0.148298661155334
"1139",401112239,"Colorado","Nebraska",0,6,0.173852392250221
"1140",401112240,"Nebraska","Northern Illinois",0,4,0.135425888758893
"1141",401112241,"Nebraska","Ohio State",0,14,0.126676939394328
"1142",401112242,"Nebraska","Northwestern",0,3,0.151374263158566
"1143",401112243,"Purdue","Nebraska",5,2,0.184000192852785
"1144",401112244,"Nebraska","Wisconsin",2,8,0.226705112597332
"1145",401112245,"Stanford","Northwestern",0,2,0.182177011507265
"1146",401112246,"Northwestern","UNLV",2,4,0.180764626171697
"1147",401112247,"Wisconsin","Northwestern",0,3,0.131616411156434
"1148",401112248,"Northwestern","Ohio State",0,4,0.145489647478079
"1149",401112249,"Northwestern","Purdue",3,0,0.210805209691117
"1150",401112250,"Northwestern","Massachusetts",1,3,0.255748971343238
"1151",401112251,"Ohio State","Florida Atlantic",0,4,0.074623403559469
"1152",401112252,"Ohio State","Cincinnati",0,5,0.143193871182294
"1153",401112253,"Ohio State","Miami (OH)",1,11,0.26265495220725
"1154",401112254,"Ohio State","Wisconsin",0,7,0.192749223318809
"1155",401112255,"Rutgers","Ohio State",0,9,0.0839833458636714
"1156",401112256,"Ohio State","Penn State",0,9,0.142640262291292
"1157",401112257,"Penn State","Idaho",0,10,0.121519766325374
"1158",401112258,"Penn State","Buffalo",2,1,0.194439284140711
"1159",401112259,"Penn State","Pittsburgh",1,2,0.171172700610487
"1160",401112260,"Penn State","Purdue",0,8,0.104149581317118
"1161",401112261,"Penn State","Rutgers",1,0,0.183533699030994
"1162",401112262,"Nevada","Purdue",0,3,0.193621368515505
"1163",401112263,"Wisconsin","Purdue",2,9,0.165784411322464
"1164",401112264,"Rutgers","Massachusetts",0,5,0.363088015492817
"1165",401112265,"Rutgers","Boston College",1,0,0.197304460192244
"1166",401112266,"Rutgers","Liberty",0,0,0.304963860512947
"1167",401112268,"Wisconsin","Central Michigan",0,12,0.130802257916943
"1168",401112269,"Wisconsin","Kent State",0,3,0.121236095376503
"1169",401112430,"Wake Forest","Utah State",8,2,0.160086110365752
"1170",401112431,"Florida State","Boise State",1,8,0.286887215092212
"1171",401112432,"NC State","East Carolina",0,7,0.1714162226585
"1172",401112433,"Pittsburgh","Virginia",2,2,0.144862463819165
"1173",401112434,"Liberty","Syracuse",0,0,0.199676753291229
"1174",401112435,"Boston College","Virginia Tech",0,5,0.202549573602175
"1175",401112436,"Louisville","Notre Dame",0,2,0.229814605100665
"1176",401112437,"Virginia","William & Mary",0,7,0.128341913549148
"1177",401112438,"Boston College","Richmond",0,2,0.114399915135609
"1178",401112439,"Duke","North Carolina A&T",3,6,0.223830121601221
"1179",401112440,"Florida State","UL Monroe",2,1,0.19591779515286
"1180",401112441,"Georgia Tech","South Florida",1,4,0.171364119267634
"1181",401112442,"Louisville","Eastern Kentucky",0,9,0.119477570378369
"1182",401112443,"North Carolina","Miami",2,1,0.214114370542128
"1183",401112444,"NC State","Western Carolina",0,14,0.199372311875492
"1184",401112445,"Pittsburgh","Ohio",0,3,0.174180516838078
"1185",401112446,"Virginia Tech","Old Dominion",0,5,0.111899413890516
"1186",401112447,"Rice","Wake Forest",0,6,0.117028099345841
"1187",401112448,"Wake Forest","North Carolina",0,0,0.169034013758042
"1188",401112449,"Syracuse","Clemson",0,11,0.129728517737324
"1189",401112450,"Middle Tennessee","Duke",1,2,0.198497217665422
"1190",401112451,"Virginia","Florida State",4,6,0.218041057605716
"1191",401112452,"Georgia Tech","The Citadel",0,1,0.123836390637165
"1192",401112453,"Western Kentucky","Louisville",0,2,0.164637177173556
"1193",401112454,"Miami","Bethune-Cookman",0,10,0.127996577966671
"1194",401112455,"Virginia Tech","Furman",2,5,0.262208735830911
"1195",401112456,"Clemson","Charlotte",0,8,0.100916874877998
"1196",401112457,"Florida State","Louisville",2,6,0.2127664286624
"1197",401112458,"Miami","Central Michigan",0,3,0.113339510529537
"1198",401112459,"North Carolina","App State",1,4,0.200785785603682
"1199",401112460,"NC State","Ball State",2,3,0.237276097286143
"1200",401112461,"Pittsburgh","UCF",2,1,0.296598264682216
"1201",401112462,"Syracuse","Western Michigan",0,1,0.0998911322955907
"1202",401112463,"Virginia","Old Dominion",1,1,0.274815774890351
"1203",401112464,"Wake Forest","Elon",0,9,0.144641155144003
"1204",401112465,"Virginia Tech","Duke",1,8,0.255962258755732
"1205",401112466,"Boston College","Wake Forest",0,8,0.141250851882752
"1206",401112467,"North Carolina","Clemson",0,2,0.213964045002144
"1207",401112468,"Florida State","NC State",1,0,0.198556539837688
"1208",401112469,"Temple","Georgia Tech",0,0,0.215126332802246
"1209",401112470,"Pittsburgh","Delaware",2,1,0.183566483991129
"1210",401112471,"Syracuse","Holy Cross",0,4,0.105921270595309
"1211",401112472,"Notre Dame","Virginia",2,2,0.242379680511453
"1212",401112473,"Louisville","Boston College",4,4,0.132260056705975
"1213",401112474,"Duke","Pittsburgh",3,4,0.232038948840535
"1214",401112475,"Georgia Tech","North Carolina",0,3,0.177388045678562
"1215",401112476,"Miami","Virginia Tech",0,5,0.118374379121753
"1216",401112477,"NC State","Syracuse",0,5,0.117371972016846
"1217",401112478,"Miami","Virginia",0,2,0.119892693734138
"1218",401112479,"Clemson","Florida State",0,8,0.0994890854337815
"1219",401112480,"Duke","Georgia Tech",1,4,0.249688172522992
"1220",401112481,"Wake Forest","Louisville",0,4,0.122496191408313
"1221",401112482,"Virginia Tech","Rhode Island",0,8,0.135455758221028
"1222",401112483,"Syracuse","Pittsburgh",0,4,0.187362711573455
"1223",401112484,"Boston College","NC State",0,0,0.173785313806991
"1224",401112485,"Louisville","Clemson",0,5,0.165080232027383
"1225",401112486,"Virginia","Duke",0,3,0.193672571198131
"1226",401112487,"Wake Forest","Florida State",4,1,0.14034899893928
"1227",401112488,"Miami","Georgia Tech",0,1,0.172965010583809
"1228",401112489,"Virginia Tech","North Carolina",2,6,0.168480909700357
"1229",401112490,"Clemson","Boston College",0,15,0.137359353607264
"1230",401112491,"North Carolina","Duke",2,4,0.162427784714163
"1231",401112492,"Florida State","Syracuse",0,4,0.105382333714474
"1232",401112493,"Louisville","Virginia",0,4,0.286790180403627
"1233",401112494,"Pittsburgh","Miami",2,3,0.167725549848805
"1234",401112495,"Syracuse","Boston College",3,8,0.269219091624593
"1235",401112496,"Clemson","Wofford",0,10,0.0905935004404522
"1236",401112497,"Florida State","Miami",0,1,0.142104380683523
"1237",401112498,"Georgia Tech","Pittsburgh",0,1,0.114397747044188
"1238",401112499,"North Carolina","Virginia",1,3,0.214899830850291
"1239",401112500,"Wake Forest","NC State",0,2,0.149207294162295
"1240",401112501,"Notre Dame","Virginia Tech",1,3,0.249075134586581
"1241",401112502,"Boston College","Florida State",1,1,0.24602365182623
"1242",401112503,"NC State","Clemson",0,5,0.104834638040331
"1243",401112504,"Virginia","Georgia Tech",2,1,0.185208696024071
"1244",401112505,"Miami","Louisville",0,3,0.143895618887198
"1245",401112506,"Virginia Tech","Wake Forest",4,4,0.198597325372271
"1246",401112507,"Pittsburgh","North Carolina",2,0,0.160935689539975
"1247",401112508,"Clemson","Wake Forest",0,14,0.095943863010825
"1248",401112509,"Duke","Syracuse",0,5,0.141946158227539
"1249",401112510,"Florida State","Alabama State",1,3,0.140365924265111
"1250",401112511,"Georgia Tech","Virginia Tech",0,5,0.149310673388208
"1251",401112512,"NC State","Louisville",2,1,0.218919631543725
"1252",401112513,"Georgia Tech","NC State",0,3,0.101161293857787
"1253",401112514,"Notre Dame","Boston College",2,8,0.166704203903802
"1254",401112515,"Wake Forest","Duke",3,4,0.164954677095448
"1255",401112516,"Louisville","Syracuse",0,1,0.121753564532403
"1256",401112517,"Florida International","Miami",0,3,0.155270746261041
"1257",401112518,"North Carolina","Mercer",0,7,0.0825185921355905
"1258",401112519,"Virginia Tech","Pittsburgh",0,0,0.183233128429427
"1259",401112520,"Virginia","Liberty",2,3,0.214784087448461
"1260",401112521,"Virginia","Virginia Tech",0,3,0.204670815964277
"1261",401112522,"Pittsburgh","Boston College",2,4,0.147804696607373
"1262",401112523,"Duke","Miami",4,0,0.196081709690654
"1263",401112524,"NC State","North Carolina",2,3,0.247820614010885
"1264",401112525,"Syracuse","Wake Forest",1,3,0.183998592786526
"1265",401114153,"Arizona State","Kent State",0,3,0.13395379274222
"1266",401114154,"Arizona State","Sacramento State",0,2,0.17569256695
"1267",401114155,"Arizona State","Colorado",0,0,0.1518398547981
"1268",401114156,"California","Arizona State",1,3,0.172646102059025
"1269",401114157,"Arizona State","Washington State",1,1,0.209719905063857
"1270",401114158,"Utah","Arizona State",0,5,0.161905419843073
"1271",401114159,"UCLA","Arizona State",0,3,0.158958493089413
"1272",401114160,"Arizona State","USC",0,4,0.0951646078787765
"1273",401114161,"Oregon State","Arizona State",0,0,0.111702874273953
"1274",401114162,"Arizona State","Oregon",0,2,0.206936437789554
"1275",401114163,"Arizona State","Arizona",2,5,0.226420916206747
"1276",401114164,"Hawai'i","Arizona",0,1,0.157517313507127
"1277",401114165,"Arizona","Northern Arizona",0,2,0.0914431528806063
"1278",401114166,"Arizona","UCLA",3,1,0.181283986583734
"1279",401114167,"Colorado","Arizona",9,1,0.157492108335109
"1280",401114168,"Arizona","Washington",2,2,0.188011103832725
"1281",401114169,"USC","Arizona",0,1,0.17696695744793
"1282",401114170,"Stanford","Arizona",3,3,0.163247695112464
"1283",401114171,"Arizona","Oregon State",0,1,0.15255101322802
"1284",401114172,"Oregon","Arizona",0,5,0.0962222548289427
"1285",401114173,"Arizona","Utah",0,6,0.141504963635057
"1286",401114174,"California","UC Davis",0,7,0.298815543847986
"1287",401114175,"Washington","California",3,5,0.180560522585441
"1288",401114176,"California","North Texas",0,1,0.0862440258418674
"1289",401114177,"Oregon","California",1,4,0.280375850925981
"1290",401114178,"California","Oregon State",2,2,0.202670842033662
"1291",401114179,"Utah","California",0,4,0.196395500559137
"1292",401114180,"California","Washington State",0,7,0.134470997980941
"1293",401114181,"California","USC",0,9,0.249858331798553
"1294",401114182,"Stanford","California",1,5,0.140375996194404
"1295",401114183,"UCLA","California",0,0,0.220811573671193
"1296",401114184,"Colorado","Colorado State",4,8,0.186298917018891
"1297",401114185,"Colorado","Air Force",1,3,0.246406880664427
"1298",401114186,"Oregon","Colorado",0,4,0.143418682261729
"1299",401114187,"Washington State","Colorado",0,1,0.139162837993137
"1300",401114188,"Colorado","USC",2,2,0.212670094709377
"1301",401114189,"UCLA","Colorado",0,4,0.107719150797575
"1302",401114190,"Colorado","Stanford",1,2,0.0963387190266872
"1303",401114191,"Colorado","Washington",0,7,0.134306915221952
"1304",401114192,"Utah","Colorado",0,4,0.256102191088749
"1305",401114193,"Oregon","Nevada",1,14,0.224738155015721
"1306",401114194,"Oregon","Montana",0,7,0.111802683854828
"1307",401114195,"Stanford","Oregon",1,4,0.191886724953686
"1308",401114196,"Washington","Oregon",1,2,0.238328405415386
"1309",401114197,"Oregon","Washington State",4,2,0.171983091760835
"1310",401114198,"USC","Oregon",1,1,0.345834795638111
"1311",401114199,"Oregon","Oregon State",0,1,0.149117409362913
"1312",401114200,"Hawai'i","Oregon State",0,2,0.22504039131984
"1313",401114201,"Oregon State","Cal Poly",0,1,0.138636169461899
"1314",401114202,"Oregon State","Stanford",0,2,0.175524981543321
"1315",401114203,"UCLA","Oregon State",0,2,0.0880268182370972
"1316",401114204,"Oregon State","Utah",0,7,0.113303487121246
"1317",401114205,"Oregon State","Washington",0,4,0.170339931023442
"1318",401114206,"Washington State","Oregon State",3,1,0.263532364619657
"1319",401114207,"USC","Stanford",2,1,0.285068052541659
"1320",401114208,"UCF","Stanford",0,7,0.117680125382202
"1321",401114209,"Stanford","Washington",2,9,0.19892525266237
"1322",401114210,"Stanford","UCLA",1,5,0.164807903493515
"1323",401114212,"Stanford","Notre Dame",1,7,0.283389588059152
"1324",401114214,"UCLA","San Diego State",0,4,0.186222315467093
"1325",401114215,"Washington State","UCLA",4,3,0.257744227373321
"1326",401114216,"Utah","UCLA",1,4,0.204914738611496
"1327",401114217,"USC","UCLA",3,3,0.271175546210876
"1328",401114218,"USC","Fresno State",0,2,0.111339949510753
"1329",401114219,"BYU","USC",1,6,0.155492184693789
"1330",401114220,"USC","Utah",0,8,0.135199165204372
"1331",401114221,"Washington","USC",0,1,0.155664250276536
"1332",401114222,"Notre Dame","USC",1,1,0.245536855745332
"1333",401114223,"BYU","Utah",0,3,0.19012853632509
"1334",401114224,"Utah","Northern Illinois",0,7,0.240734244390464
"1335",401114225,"Utah","Idaho State",0,8,0.125835433684543
"1336",401114226,"Utah","Washington State",0,11,0.172478349713323
"1337",401114227,"Washington","Utah",1,6,0.284105974065847
"1338",401114228,"Washington State","New Mexico State",0,5,0.162179000137444
"1339",401114229,"Washington State","Northern Colorado",0,3,0.176131733576383
"1340",401114230,"Houston","Washington State",0,0,0.24411863656496
"1341",401114231,"Washington State","Stanford",0,2,0.123993232207723
"1342",401114232,"Washington","Washington State",1,0,0.266430837787506
