Year,dummy2020,AN Conference,Sentiment_conf,Conference,Week_Index,Mentions_conf,conflosing%total,WeeklyConfWinPCTTotal,Total Games Played,Total Count of wins,Total count of losses,total points for,total points against,total point difference,Conflosing%nonconf,WeeklyConfWinPCTinNonConfGames,non conference games played,total count of non conference wins,count of non conference losses,points for non conference,points against non conference,point difference non conference,conference games played,count of conference wins,count of conference losses,points for in conference,points against in conference,point difference in conference,games vs power five,wins vs power five,losses vs power five,points for vs power five,points against vs power five ,point difference vs power five,games vs FCS,wins vs FCS,losses vs FCS,points for vs FCS,points against vs FCS,point difference vs FCS
2020,1,Big12W9,10,Big12,9,8876,0.5,0.5,10,5,5,342,342,0,,,0,0,0,0,0,0,10,5,5,342,342,0,10,5,5,342,342,0,0,0,0,0,0,0.0
2020,1,Big12W10,65,Big12,10,8038,0.5,0.5,10,5,5,260,260,0,,,0,0,0,0,0,0,10,5,5,260,260,0,10,5,5,260,260,0,0,0,0,0,0,0.0
2020,1,Big12W11,28,Big12,11,5175,0.5,0.5,4,2,2,77,77,0,,,0,0,0,0,0,0,4,2,2,77,77,0,4,2,2,77,77,0,0,0,0,0,0,0.0
2020,1,Big12W12,67,Big12,12,6110,0.5,0.5,4,2,2,99,99,0,,,0,0,0,0,0,0,4,2,2,99,99,0,4,2,2,99,99,0,0,0,0,0,0,0.0
2020,1,Big12W13,-5,Big12,13,7536,0.5,0.5,8,4,4,282,282,0,,,0,0,0,0,0,0,8,4,4,282,282,0,8,4,4,282,282,0,0,0,0,0,0,0.0
2020,1,Big12W14,27,Big12,14,9323,0.5,0.5,10,5,5,269,269,0,,,0,0,0,0,0,0,10,5,5,269,269,0,10,5,5,269,269,0,0,0,0,0,0,0.0
2020,1,Big12W15,25,Big12,15,6630,0.333333333,0.666666667,3,2,1,97,55,42,,1.0,1,1,0,52,10,42,2,1,1,45,45,0,2,1,1,45,45,0,0,0,0,0,0,0.0
2020,1,Big12W16,77,Big12,16,7174,0.5,0.5,2,1,1,48,48,0,,,0,0,0,0,0,0,2,1,1,48,48,0,2,1,1,48,48,0,0,0,0,0,0,0.0
2020,1,Big12W17,45,Big12,17,5851,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Big12W18,55,Big12,18,6656,0.0,1.0,5,5,0,205,115,90,,1.0,5,5,0,205,115,90,0,0,0,0,0,0,4,4,0,181,94,87,0,0,0,0,0,0.0
2020,1,Big12W19,46,Big12,19,4128,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Big12W20,72,Big12,20,4023,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12w20,77,Pac12,0,4001,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pac12W1,56,Pac12,1,4580,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W2,61,Pac12,2,13094,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W3,50,Pac12,3,7580,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W4,58,Pac12,4,7186,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W5,59,Pac12,5,7294,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W6,19,Pac12,6,8946,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W7,42,Pac12,7,7372,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W8,54,Pac12,8,7821,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W9,46,Pac12,9,7848,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W10,-9,Pac12,10,7947,0.5,0.5,8,4,4,260,260,0,,,0,0,0,0,0,0,8,4,4,260,260,0,8,4,4,260,260,0,0,0,0,0,0,0.0
2020,1,Pac12W11,43,Pac12,11,8735,0.5,0.5,10,5,5,295,295,0,,,0,0,0,0,0,0,10,5,5,295,295,0,10,5,5,295,295,0,0,0,0,0,0,0.0
2020,1,Pac12W12,49,Pac12,12,11407,0.5,0.5,8,4,4,252,252,0,,,0,0,0,0,0,0,8,4,4,252,252,0,8,4,4,252,252,0,0,0,0,0,0,0.0
2020,1,Pac12W13,39,Pac12,13,5992,0.444444444,0.555555556,9,5,4,228,218,10,,1.0,1,1,0,20,10,10,8,4,4,208,208,0,8,4,4,208,208,0,0,0,0,0,0,0.0
2020,1,Pac12W14,42,Pac12,14,14515,0.5,0.5,12,6,6,280,280,0,,,0,0,0,0,0,0,12,6,6,280,280,0,12,6,6,280,280,0,0,0,0,0,0,0.0
2020,1,Pac12W15,45,Pac12,15,13914,0.5,0.5,8,4,4,268,268,0,,,0,0,0,0,0,0,8,4,4,268,268,0,8,4,4,268,268,0,0,0,0,0,0,0.0
2020,1,Pac12W16,-16,Pac12,16,19582,0.5,0.5,8,4,4,302,302,0,,,0,0,0,0,0,0,8,4,4,302,302,0,8,4,4,302,302,0,0,0,0,0,0,0.0
2020,1,Pac12W17,64,Pac12,17,14820,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,Pac12W18,73,Pac12,18,28386,1.0,0.0,2,0,2,40,89,-49,,0.0,2,0,2,40,89,-49,0,0,0,0,0,0,2,0,2,40,89,-49,0,0,0,0,0,0.0
2020,1,Pac12W19,68,Pac12,19,5408,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,SECW1,77,SEC,1,18852,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,SECW2,40,SEC,2,7988,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,SECW3,4,SEC,3,10942,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,SECW4,53,SEC,4,20616,0.5,0.5,14,7,7,397,397,0,,,0,0,0,0,0,0,14,7,7,397,397,0,14,7,7,397,397,0,0,0,0,0,0,0.0
2020,1,SECW5,47,SEC,5,11677,0.5,0.5,14,7,7,384,384,0,,,0,0,0,0,0,0,14,7,7,384,384,0,14,7,7,384,384,0,0,0,0,0,0,0.0
2020,1,SECW6,19,SEC,6,11153,0.5,0.5,14,7,7,473,473,0,,,0,0,0,0,0,0,14,7,7,473,473,0,14,7,7,473,473,0,0,0,0,0,0,0.0
2020,1,SECW7,54,SEC,7,18510,0.5,0.5,14,7,7,397,397,0,,,0,0,0,0,0,0,14,7,7,397,397,0,14,7,7,397,397,0,0,0,0,0,0,0.0
2020,1,SECW8,33,SEC,8,11753,0.5,0.5,8,4,4,234,234,0,,,0,0,0,0,0,0,8,4,4,234,234,0,8,4,4,234,234,0,0,0,0,0,0,0.0
2020,1,SECW9,36,SEC,9,8537,0.5,0.5,12,6,6,323,323,0,,,0,0,0,0,0,0,12,6,6,323,323,0,12,6,6,323,323,0,0,0,0,0,0,0.0
2020,1,SECW10,40,SEC,10,15552,0.5,0.5,8,4,4,201,201,0,,,0,0,0,0,0,0,8,4,4,201,201,0,8,4,4,201,201,0,0,0,0,0,0,0.0
2020,1,SECW11,9,SEC,11,9685,0.5,0.5,6,3,3,272,272,0,,,0,0,0,0,0,0,6,3,3,272,272,0,6,3,3,272,272,0,0,0,0,0,0,0.0
2020,1,SECW12,19,SEC,12,8974,0.5,0.5,12,6,6,301,301,0,,,0,0,0,0,0,0,12,6,6,301,301,0,12,6,6,301,301,0,0,0,0,0,0,0.0
2020,1,SECW13,38,SEC,13,11549,0.5,0.5,12,6,6,283,283,0,,,0,0,0,0,0,0,12,6,6,283,283,0,12,6,6,283,283,0,0,0,0,0,0,0.0
2020,1,SECW14,21,SEC,14,9656,0.5,0.5,10,5,5,330,330,0,,,0,0,0,0,0,0,10,5,5,330,330,0,10,5,5,330,330,0,0,0,0,0,0,0.0
2020,1,SECW15,7,SEC,15,10624,0.5,0.5,10,5,5,282,282,0,,,0,0,0,0,0,0,10,5,5,282,282,0,10,5,5,282,282,0,0,0,0,0,0,0.0
2020,1,SECW16,44,SEC,16,13286,0.5,0.5,8,4,4,329,329,0,,,0,0,0,0,0,0,8,4,4,329,329,0,8,4,4,329,329,0,0,0,0,0,0,0.0
2020,1,SECW17,30,SEC,17,11248,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,SECW18,40,SEC,18,10610,0.25,0.75,8,6,2,212,219,-7,,0.75,8,6,2,212,219,-7,0,0,0,0,0,0,6,4,2,160,172,-12,0,0,0,0,0,0.0
2020,1,SECW19,48,SEC,19,15178,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,1,SECW20,73,SEC,20,10097,0.0,1.0,1,1,0,52,24,28,,1.0,1,1,0,52,24,28,0,0,0,0,0,0,1,1,0,52,24,28,0,0,0,0,0,0.0
2021,0,ACCW1,46,ACC,1,9017,0.466666667,0.533333333,15,8,7,456,282,174,,0.545454545,11,6,5,350,176,174,4,2,2,106,106,0,7,2,5,146,203,-57,2,2,0,94,0,94.0
2021,0,ACCW2,41,ACC,2,12994,0.2,0.8,15,12,3,523,276,247,,0.8,15,12,3,523,276,247,0,0,0,0,0,0,4,2,2,100,89,11,6,5,1,227,76,151.0
2021,0,ACCW3,28,ACC,3,11286,0.4,0.6,15,9,6,482,383,99,,0.666666667,9,6,3,313,214,99,6,3,3,169,169,0,10,5,5,264,270,-6,2,2,0,107,31,76.0
2021,0,ACCW4,33,ACC,4,7808,0.266666667,0.733333333,15,11,4,548,341,207,,1.0,7,7,0,325,118,207,8,4,4,223,223,0,11,7,4,357,303,54,3,3,0,167,17,150.0
2021,0,ACCW5,37,ACC,5,7005,0.5,0.5,14,7,7,389,393,-4,,0.5,2,1,1,47,51,-4,12,6,6,342,342,0,12,6,6,342,342,0,0,0,0,0,0,0.0
2021,0,ACCW6,42,ACC,6,5130,0.5,0.5,10,5,5,323,323,0,,,0,0,0,0,0,0,10,5,5,323,323,0,10,5,5,323,323,0,0,0,0,0,0,0.0
2021,0,ACCW7,-3,ACC,7,5429,0.266666667,0.733333333,15,11,4,548,341,207,,1.0,7,7,0,325,118,207,8,4,4,223,223,0,11,7,4,357,303,54,3,3,0,167,17,150.0
2021,0,ACCW8,32,ACC,8,5436,0.384615385,0.615384615,13,8,5,472,387,85,,1.0,3,3,0,160,75,85,10,5,5,312,312,0,11,6,5,343,328,15,0,0,0,0,0,0.0
2021,0,ACCW9,43,ACC,9,5767,0.533333333,0.466666667,15,7,8,412,429,-17,,0.0,1,0,1,49,66,-17,14,7,7,363,363,0,14,7,7,363,363,0,0,0,0,0,0,0.0
2021,0,ACCW10,33,ACC,10,5522,0.461538462,0.538461538,13,7,6,409,381,28,,1.0,1,1,0,34,6,28,12,6,6,375,375,0,12,6,6,375,375,0,0,0,0,0,0,0.0
2021,0,ACCW11,18,ACC,11,5861,0.466666667,0.533333333,15,8,7,454,417,37,,1.0,1,1,0,44,7,37,14,7,7,410,410,0,14,7,7,410,410,0,0,0,0,0,0,0.0
2021,0,ACCW12,26,ACC,12,6635,0.466666667,0.533333333,15,8,7,505,485,20,,1.0,1,1,0,34,14,20,14,7,7,471,471,0,14,7,7,471,471,0,1,1,0,34,14,20.0
2021,0,ACCW13,29,ACC,13,6027,0.533333333,0.466666667,15,7,8,387,405,-18,,0.4,5,2,3,117,135,-18,10,5,5,270,270,0,15,7,8,387,405,-18,0,0,0,0,0,0.0
2021,0,ACCW14,46,ACC,14,17147,0.5,0.5,2,1,1,66,66,0,,,0,0,0,0,0,0,2,1,1,66,66,0,2,1,1,66,66,0,0,0,0,0,0,0.0
2021,0,ACCW15,65,ACC,15,8384,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,ACCW16,81,ACC,16,6275,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,ACCW17,39,ACC,17,2744,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,ACCW18,44,ACC,18,6445,0.714285714,0.285714286,7,2,5,173,214,-41,,0.285714286,7,2,5,173,214,-41,0,0,0,0,0,0,6,2,4,145,183,-38,0,0,0,0,0,0.0
2021,0,ACCW19,41,ACC,19,3752,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,ACCW20,51,ACC,20,3420,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big10W1,36,Big10,1,20576,0.375,0.625,16,10,6,503,370,133,,0.833333333,6,5,1,250,117,133,10,5,5,253,253,0,12,7,5,313,298,15,1,1,0,52,7,45.0
2021,0,Big10W2,50,Big10,2,13414,0.142857143,0.857142857,14,12,2,487,194,293,,0.857142857,14,12,2,487,194,293,0,0,0,0,0,0,5,3,2,117,111,6,4,4,0,184,34,150.0
2021,0,Big10W3,62,Big10,3,13332,0.384615385,0.615384615,13,8,5,388,242,146,,0.636363636,11,7,4,351,205,146,2,1,1,37,37,0,7,4,3,172,127,45,1,1,0,45,13,32.0
2021,0,Big10W4,17,Big10,4,12638,0.357142857,0.642857143,14,9,5,347,244,103,,0.75,8,6,2,249,146,103,6,3,3,98,98,0,6,3,3,98,98,0,1,1,0,38,17,21.0
2021,0,Big10W5,49,Big10,5,12448,0.428571429,0.571428571,14,8,6,377,350,27,,1.0,2,2,0,72,45,27,12,6,6,305,305,0,12,6,6,305,305,0,0,0,0,0,0,0.0
2021,0,Big10W6,37,Big10,6,12592,0.5,0.5,10,5,5,255,255,0,,,0,0,0,0,0,0,10,5,5,255,255,0,10,5,5,255,255,0,0,0,0,0,0,0.0
2021,0,Big10W7,30,Big10,7,9641,0.357142857,0.642857143,14,9,5,347,244,103,,0.75,8,6,2,249,146,103,6,3,3,98,98,0,6,3,3,98,98,0,1,1,0,38,17,21.0
2021,0,Big10W8,42,Big10,8,8809,0.5,0.5,10,5,5,232,232,0,,,0,0,0,0,0,0,10,5,5,232,232,0,10,5,5,232,232,0,0,0,0,0,0,0.0
2021,0,Big10W9,25,Big10,9,12042,0.5,0.5,14,7,7,374,374,0,,,0,0,0,0,0,0,14,7,7,374,374,0,14,7,7,374,374,0,0,0,0,0,0,0.0
2021,0,Big10W10,61,Big10,10,12334,0.5,0.5,14,7,7,297,297,0,,,0,0,0,0,0,0,14,7,7,297,297,0,14,7,7,297,297,0,0,0,0,0,0,0.0
2021,0,Big10W11,23,Big10,11,11834,0.5,0.5,12,6,6,321,321,0,,,0,0,0,0,0,0,12,6,6,321,321,0,12,6,6,321,321,0,0,0,0,0,0,0.0
2021,0,Big10W12,37,Big10,12,11611,0.5,0.5,14,7,7,382,382,0,,,0,0,0,0,0,0,14,7,7,382,382,0,14,7,7,382,382,0,0,0,0,0,0,0.0
2021,0,Big10W13,66,Big10,13,19170,0.5,0.5,14,7,7,379,379,0,,,0,0,0,0,0,0,14,7,7,379,379,0,14,7,7,379,379,0,0,0,0,0,0,0.0
2021,0,Big10W14,64,Big10,14,19019,0.5,0.5,2,1,1,45,45,0,,,0,0,0,0,0,0,2,1,1,45,45,0,2,1,1,45,45,0,0,0,0,0,0,0.0
2021,0,Big10W15,64,Big10,15,14888,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big10W16,71,Big10,16,11287,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big10W17,60,Big10,17,6155,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big10W18,-11,Big10,18,18240,0.4,0.6,10,6,4,267,256,11,,0.6,10,6,4,267,256,11,0,0,0,0,0,0,10,6,4,267,256,11,0,0,0,0,0,0.0
2021,0,Big10W19,50,Big10,19,8695,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big10W20,76,Big10,20,7257,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big12W1,50,Big12,1,13403,0.1,0.9,10,9,1,294,174,120,,0.9,10,9,1,294,174,120,0,0,0,0,0,0,2,1,1,48,37,11,4,4,0,101,43,58.0
2021,0,Big12W2,56,Big12,2,12764,0.3,0.7,10,7,3,389,223,166,,0.7,10,7,3,389,223,166,0,0,0,0,0,0,3,1,2,72,99,-27,5,5,0,267,52,215.0
2021,0,Big12W3,10,Big12,3,10322,0.111111111,0.888888889,9,8,1,321,150,171,,1.0,7,7,0,269,98,171,2,1,1,52,52,0,4,3,1,102,89,13,0,0,0,0,0,0.0
2021,0,Big12W4,32,Big12,4,8739,0.6,0.4,10,4,6,312,339,-27,,0.0,2,0,2,67,94,-27,8,4,4,245,245,0,9,4,5,278,297,-19,0,0,0,0,0,0.0
2021,0,Big12W5,37,Big12,5,7979,0.5,0.5,10,5,5,274,274,0,,,0,0,0,0,0,0,10,5,5,274,274,0,10,5,5,274,274,0,0,0,0,0,0,0.0
2021,0,Big12W6,28,Big12,6,9239,0.5,0.5,6,3,3,251,251,0,,,0,0,0,0,0,0,6,3,3,251,251,0,6,3,3,251,251,0,0,0,0,0,0,0.0
2021,0,Big12W7,28,Big12,7,9138,0.6,0.4,10,4,6,312,339,-27,,0.0,2,0,2,67,94,-27,8,4,4,245,245,0,9,4,5,278,297,-19,0,0,0,0,0,0.0
2021,0,Big12W8,41,Big12,8,9238,0.5,0.5,8,4,4,198,198,0,,,0,0,0,0,0,0,8,4,4,198,198,0,8,4,4,198,198,0,0,0,0,0,0,0.0
2021,0,Big12W9,29,Big12,9,7892,0.5,0.5,10,5,5,298,298,0,,,0,0,0,0,0,0,10,5,5,298,298,0,10,5,5,298,298,0,0,0,0,0,0,0.0
2021,0,Big12W10,21,Big12,10,9978,0.5,0.5,8,4,4,167,167,0,,,0,0,0,0,0,0,8,4,4,167,167,0,8,4,4,167,167,0,0,0,0,0,0,0.0
2021,0,Big12W11,58,Big12,11,9794,0.5,0.5,10,5,5,364,364,0,,,0,0,0,0,0,0,10,5,5,364,364,0,10,5,5,364,364,0,0,0,0,0,0,0.0
2021,0,Big12W12,63,Big12,12,11074,0.5,0.5,10,5,5,215,215,0,,,0,0,0,0,0,0,10,5,5,215,215,0,10,5,5,215,215,0,0,0,0,0,0,0.0
2021,0,Big12W13,40,Big12,13,8428,0.5,0.5,10,5,5,284,284,0,,,0,0,0,0,0,0,10,5,5,284,284,0,10,5,5,284,284,0,0,0,0,0,0,0.0
2021,0,Big12W14,56,Big12,14,12818,0.5,0.5,2,1,1,37,37,0,,,0,0,0,0,0,0,2,1,1,37,37,0,2,1,1,37,37,0,0,0,0,0,0,0.0
2021,0,Big12W15,67,Big12,15,10691,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big12W16,62,Big12,16,9765,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big12W17,62,Big12,17,6401,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Big12W18,49,Big12,18,7714,0.333333333,0.666666667,6,4,2,158,119,39,,0.666666667,6,4,2,158,119,39,0,0,0,0,0,0,5,3,2,121,84,37,0,0,0,0,0,0.0
2021,0,Big12W19,62,Big12,19,4209,0.0,1.0,1,1,0,42,20,22,,1.0,1,1,0,42,20,22,0,0,0,0,0,0,1,1,0,42,20,22,0,0,0,0,0,0.0
2021,0,Big12W20,75,Big12,20,3609,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Pac12W1,68,Pac12,1,9970,0.461538462,0.538461538,13,7,6,350,245,105,,0.538461538,13,7,6,350,245,105,0,0,0,0,0,0,3,1,2,66,81,-15,4,3,1,123,51,72.0
2021,0,Pac12W2,35,Pac12,2,9259,0.545454545,0.454545455,11,5,6,311,298,13,,0.444444444,9,4,5,241,228,13,2,1,1,70,70,0,6,2,4,154,173,-19,1,1,0,44,24,20.0
2021,0,Pac12W3,63,Pac12,3,21249,0.5,0.5,12,6,6,388,273,115,,0.5,10,5,5,329,214,115,2,1,1,59,59,0,4,2,2,100,112,-12,4,3,1,151,58,93.0
2021,0,Pac12W4,66,Pac12,4,7753,0.5,0.5,12,6,6,331,331,0,,,0,0,0,0,0,0,12,6,6,331,331,0,12,6,6,331,331,0,0,0,0,0,0,0.0
2021,0,Pac12W5,-25,Pac12,5,14800,0.5,0.5,10,5,5,249,249,0,,,0,0,0,0,0,0,10,5,5,249,249,0,10,5,5,249,249,0,0,0,0,0,0,0.0
2021,0,Pac12W6,17,Pac12,6,11745,0.5,0.5,8,4,4,211,211,0,,,0,0,0,0,0,0,8,4,4,211,211,0,8,4,4,211,211,0,0,0,0,0,0,0.0
2021,0,Pac12W7,69,Pac12,7,12616,0.5,0.5,12,6,6,331,331,0,,,0,0,0,0,0,0,12,6,6,331,331,0,12,6,6,331,331,0,0,0,0,0,0,0.0
2021,0,Pac12W8,23,Pac12,8,17306,0.6,0.4,10,4,6,242,259,-17,,0.0,2,0,2,35,52,-17,8,4,4,207,207,0,8,4,4,207,207,0,0,0,0,0,0,0.0
2021,0,Pac12W9,44,Pac12,9,8862,0.5,0.5,12,6,6,376,376,0,,,0,0,0,0,0,0,12,6,6,376,376,0,12,6,6,376,376,0,0,0,0,0,0,0.0
2021,0,Pac12W10,24,Pac12,10,9883,0.5,0.5,10,5,5,232,232,0,,,0,0,0,0,0,0,10,5,5,232,232,0,10,5,5,232,232,0,0,0,0,0,0,0.0
2021,0,Pac12W11,33,Pac12,11,6233,0.5,0.5,10,5,5,307,307,0,,,0,0,0,0,0,0,10,5,5,307,307,0,10,5,5,307,307,0,0,0,0,0,0,0.0
2021,0,Pac12W12,12,Pac12,12,11457,0.5,0.5,12,6,6,325,325,0,,,0,0,0,0,0,0,12,6,6,325,325,0,12,6,6,325,325,0,0,0,0,0,0,0.0
2021,0,Pac12W13,20,Pac12,13,12286,0.583333333,0.416666667,12,5,7,315,350,-35,,0.0,2,0,2,45,80,-35,10,5,5,270,270,0,10,5,5,270,270,0,0,0,0,0,0,0.0
2021,0,Pac12W14,27,Pac12,14,19834,0.5,0.5,4,2,2,86,86,0,,,0,0,0,0,0,0,4,2,2,86,86,0,4,2,2,86,86,0,0,0,0,0,0,0.0
2021,0,Pac12W15,-10,Pac12,15,17035,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Pac12W16,56,Pac12,16,13116,1.0,0.0,1,0,1,13,24,-11,,0.0,1,0,1,13,24,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Pac12W17,70,Pac12,17,7855,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Pac12W18,70,Pac12,18,14047,1.0,0.0,4,0,4,111,139,-28,,0.0,4,0,4,111,139,-28,0,0,0,0,0,0,3,0,3,90,115,-25,0,0,0,0,0,0.0
2021,0,Pac12W19,66,Pac12,19,9766,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,Pac12W20,71,Pac12,20,7339,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,SECW1,58,SEC,1,18299,0.142857143,0.857142857,14,12,2,499,226,273,,0.857142857,14,12,2,499,226,273,0,0,0,0,0,0,4,3,1,124,78,46,2,1,1,49,23,26.0
2021,0,SECW2,42,SEC,2,16203,0.142857143,0.857142857,14,12,2,511,245,266,,0.916666667,12,11,1,448,182,266,2,1,1,63,63,0,6,4,2,171,142,29,4,4,0,198,38,160.0
2021,0,SECW3,14,SEC,3,13217,0.357142857,0.642857143,14,9,5,517,316,201,,0.7,10,7,3,404,203,201,4,2,2,113,113,0,6,2,4,156,182,-26,3,3,0,143,51,92.0
2021,0,SECW4,29,SEC,4,13406,0.461538462,0.538461538,13,7,6,354,302,52,,0.666666667,3,2,1,131,79,52,10,5,5,223,223,0,11,5,6,257,264,-7,0,0,0,0,0,0.0
2021,0,SECW5,-47,SEC,5,15692,0.428571429,0.571428571,14,8,6,363,352,11,,1.0,2,2,0,53,42,11,12,6,6,310,310,0,12,6,6,310,310,0,0,0,0,0,0,0.0
2021,0,SECW6,6,SEC,6,14430,0.461538462,0.538461538,13,7,6,444,431,13,,1.0,1,1,0,48,35,13,12,6,6,396,396,0,12,6,6,396,396,0,0,0,0,0,0,0.0
2021,0,SECW7,25,SEC,7,18051,0.461538462,0.538461538,13,7,6,354,302,52,,0.666666667,3,2,1,131,79,52,10,5,5,223,223,0,11,5,6,257,264,-7,0,0,0,0,0,0.0
2021,0,SECW8,-21,SEC,8,13612,0.444444444,0.555555556,9,5,4,278,236,42,,1.0,1,1,0,45,3,42,8,4,4,233,233,0,8,4,4,233,233,0,1,1,0,45,3,42.0
2021,0,SECW9,13,SEC,9,10735,0.5,0.5,8,4,4,205,205,0,,,0,0,0,0,0,0,8,4,4,205,205,0,8,4,4,205,205,0,0,0,0,0,0,0.0
2021,0,SECW10,47,SEC,10,12181,0.461538462,0.538461538,13,7,6,336,323,13,,1.0,1,1,0,27,14,13,12,6,6,309,309,0,12,6,6,309,309,0,0,0,0,0,0,0.0
2021,0,SECW11,30,SEC,11,12102,0.428571429,0.571428571,14,8,6,451,377,74,,1.0,2,2,0,129,55,74,12,6,6,322,322,0,12,6,6,322,322,0,1,1,0,70,52,18.0
